frame,time_s,state,motion_energy,crowding_pct,mortality_alerts_active,mortality_alerts_cumulative,kinetic_energy_smooth
441,18.449,CALM,8.2238,21.12,1,3,8.885604444444445
442,18.49,CALM,8.0396,21.37,1,3,8.921133333333334
443,18.532,CALM,8.2035,21.56,1,3,8.913284444444445
444,18.574,CALM,8.7506,21.74,1,3,8.89223111111111
445,18.616,CALM,8.6834,21.85,1,3,8.87969111111111
446,18.658,CALM,8.224,21.76,1,3,8.901824444444443
447,18.7,CALM,7.6869,21.82,1,3,8.918717777777779
448,18.741,CALM,8.1593,21.91,1,3,8.939566666666666
449,18.783,CALM,7.6201,21.89,1,3,8.959584444444443
450,18.825,CALM,7.6868,21.8,1,3,8.994775555555556
451,18.867,CALM,8.4159,21.71,1,3,8.998686666666666
452,18.909,CALM,9.5904,21.66,1,3,9.00888
453,18.951,CALM,10.6371,21.65,1,3,9.007204444444445
454,18.992,CALM,10.2778,21.55,1,3,9.011708888888888
455,19.034,CALM,9.6522,21.7,1,3,9.011317777777778
456,19.076,CALM,9.5357,21.68,1,3,9.02125111111111
457,19.118,CALM,8.8104,21.59,1,3,9.024133333333333
458,19.16,CALM,9.2791,21.76,1,3,9.031762222222223
459,19.202,CALM,9.7185,21.59,1,3,9.027491111111113
460,19.243,CALM,10.1595,21.51,1,3,9.022817777777778
461,19.285,CALM,10.1264,21.61,1,3,9.024177777777776
462,19.327,CALM,9.2301,21.48,1,3,9.044511111111111
463,19.369,CALM,8.9323,21.46,1,3,9.061373333333334
464,19.411,CALM,9.1229,21.47,1,3,9.075713333333333
465,19.453,CALM,8.2536,21.65,1,3,9.078473333333333
466,19.494,CALM,8.1974,21.63,1,3,9.070435555555555
467,19.536,CALM,8.5331,21.76,1,3,9.032682222222222
468,19.578,CALM,9.806,21.91,1,3,8.991362222222223
469,19.62,CALM,10.3351,21.99,1,3,8.971206666666667
470,19.662,CALM,10.0755,22.07,1,3,8.984631111111112
471,19.704,CALM,9.649,22.19,1,3,8.981144444444444
472,19.745,CALM,9.9127,22.27,1,3,8.988577777777778
473,19.787,CALM,9.2919,22.38,1,3,8.994346666666665
474,19.829,CALM,9.8853,22.42,1,3,9.000300000000001
475,19.871,CALM,9.0275,22.62,1,3,8.974266666666667
476,19.913,CALM,9.1872,22.45,1,3,8.933828888888888
477,19.955,CALM,9.5689,22.34,1,3,8.891971111111111
478,19.996,STRESS,9.631,22.48,1,3,8.857562222222223
479,20.038,STRESS,8.8584,22.48,1,3,8.810593333333333
480,20.08,STRESS,8.6201,22.59,1,3,8.76308
481,20.122,STRESS,8.4688,22.7,1,3,8.696602222222223
482,20.164,STRESS,8.5322,22.75,1,3,8.634306666666665
483,20.206,STRESS,8.5395,22.72,1,3,8.562735555555555
484,20.247,STRESS,9.2366,22.77,1,3,8.492855555555556
485,20.289,STRESS,9.3857,23.0,1,3,8.44622888888889
486,20.331,STRESS,8.8691,23.1,1,3,8.407977777777779
487,20.373,STRESS,8.1638,22.98,1,3,8.372708888888889
488,20.415,STRESS,7.8418,22.84,1,3,8.351231111111112
489,20.457,STRESS,7.0517,22.8,1,3,8.318893333333333
490,20.498,CALM,6.824,22.97,1,3,8.287884444444444
491,20.54,CALM,7.317,23.22,1,3,8.216997777777777
492,20.582,CALM,8.291,23.25,1,3,8.138077777777777
493,20.624,CALM,8.0024,23.27,1,3,8.068071111111111
494,20.666,CALM,7.9546,23.33,1,3,8.01197111111111
495,20.708,CALM,7.9464,23.29,1,3,7.952362222222222
496,20.749,CALM,8.6838,23.25,1,3,7.909699999999999
497,20.791,CALM,8.4189,23.25,1,3,7.8507444444444445
498,20.833,CALM,8.8174,23.21,1,3,7.82108
499,20.875,CALM,8.3942,23.31,1,3,7.782617777777778
500,20.917,CALM,8.1038,23.27,1,3,7.751762222222222
501,20.959,CALM,7.4221,23.49,1,3,7.720204444444445
502,21.0,CALM,6.6723,23.72,1,3,7.715622222222222
503,21.042,CALM,6.2876,23.47,1,3,7.715546666666667
504,21.084,CALM,6.9152,23.56,1,3,7.711631111111112
505,21.126,CALM,6.9388,23.59,1,3,7.699793333333333
506,21.168,CALM,6.9818,23.62,1,3,7.703464444444445
507,21.21,CALM,7.1319,23.59,1,3,7.6712622222222215
508,21.251,CALM,7.211,23.62,1,3,7.631393333333334
509,21.293,CALM,7.5358,23.73,1,3,7.611215555555556
510,21.335,CALM,7.2871,23.82,1,3,7.615593333333334
511,21.377,CALM,6.7422,24.05,1,3,7.6291488888888885
512,21.419,CALM,7.1377,24.3,1,3,7.656813333333333
513,21.461,CALM,6.6161,24.32,1,3,7.6860977777777775
514,21.502,CALM,6.7837,24.41,1,3,7.721146666666666
515,21.544,CALM,6.9252,24.53,1,3,7.71693111111111
516,21.586,CALM,7.1245,24.67,1,3,7.725495555555556
517,21.628,CALM,7.2303,24.77,1,3,7.745093333333333
518,21.67,CALM,7.3721,24.78,1,3,7.769033333333335
519,21.712,CALM,7.2323,24.94,1,3,7.779231111111112
520,21.753,CALM,7.6926,25.1,1,3,7.786428888888889
521,21.795,CALM,7.4564,25.27,1,3,7.772066666666668
522,21.837,CALM,8.1804,25.51,1,3,7.778246666666666
523,21.879,CALM,8.2109,25.7,1,3,7.780915555555555
524,21.921,CALM,8.6522,26.02,1,3,7.7992
525,21.963,CALM,8.6167,26.26,1,3,7.845168888888889
526,22.004,CROWDING,8.2926,26.48,1,3,7.928768888888888
527,22.046,CROWDING,7.9995,26.66,1,3,8.005328888888888
528,22.088,CROWDING,8.7047,26.87,1,3,8.063904444444445
529,22.13,CROWDING,7.7875,27.01,1,3,8.107922222222223
530,22.172,CROWDING,7.5916,26.93,1,3,8.152702222222223
531,22.214,CROWDING,7.9611,26.96,1,3,8.180564444444444
532,22.255,CROWDING,8.3608,27.12,1,3,8.19778
533,22.297,CROWDING,8.4518,27.06,1,3,8.210222222222221
534,22.339,CROWDING,8.2966,26.98,1,3,8.248955555555556
535,22.381,CROWDING,8.1418,26.92,1,3,8.282073333333333
536,22.423,CROWDING,8.8942,26.92,1,3,8.327631111111112
537,22.465,CROWDING,8.1013,27.08,1,3,8.366311111111111
538,22.506,CROWDING,8.3878,27.2,1,3,8.410828888888888
539,22.548,CROWDING,8.8365,27.35,1,3,8.438242222222224
540,22.59,CROWDING,9.0237,27.56,1,3,8.457626666666668
541,22.632,CROWDING,9.1427,27.68,1,3,8.474971111111111
542,22.674,CROWDING,8.7428,27.85,1,3,8.505404444444444
543,22.716,CROWDING,8.1711,28.01,1,3,8.519837777777777
544,22.757,CROWDING,8.6723,28.06,1,3,8.53773111111111
545,22.799,CROWDING,8.2239,28.08,1,3,8.528982222222222
546,22.841,CROWDING,8.2449,28.08,1,3,8.527740000000001
547,22.883,CROWDING,8.7409,27.99,1,3,8.513322222222223
548,22.925,CROWDING,10.0496,28.17,1,3,8.495622222222222
549,22.967,CROWDING,10.3604,28.17,1,3,8.480075555555555
550,23.008,CROWDING,9.5747,28.36,1,3,8.475617777777776
551,23.05,CROWDING,8.9626,28.49,1,3,8.447173333333334
552,23.092,CROWDING,9.147,28.46,1,3,8.42858
553,23.134,CROWDING,8.4648,28.43,1,3,8.402824444444445
554,23.176,CROWDING,8.3105,28.37,1,3,9.34562888888889
555,23.218,CROWDING,7.847,28.12,1,3,9.319633333333334
556,23.259,CROWDING,8.4852,27.76,1,3,9.293302222222222
557,23.301,CROWDING,8.628,27.5,1,3,9.268246666666666
558,23.343,CROWDING,8.6662,27.32,1,3,9.257557777777778
559,23.385,CROWDING,8.5243,27.19,1,3,9.237782222222222
560,23.427,CROWDING,8.9285,27.01,1,3,9.215160000000001
561,23.469,CROWDING,8.3581,26.88,1,3,9.179875555555556
562,23.51,CROWDING,8.1026,26.72,1,3,9.151275555555555
563,23.552,CROWDING,8.1526,26.59,1,3,9.127282222222222
564,23.594,CROWDING,8.6018,26.36,1,3,9.10787111111111
565,23.636,CALM,8.3421,26.2,1,3,9.086248888888889
566,23.678,CALM,8.2616,26.1,1,3,9.081117777777779
567,23.72,CALM,7.7867,25.91,1,3,9.064917777777778
568,23.761,CALM,8.155,25.61,1,3,9.038095555555556
569,23.803,CALM,8.0034,25.25,1,3,9.01790888888889
570,23.845,CALM,7.8202,24.88,1,3,9.003724444444446
571,23.887,CALM,7.593,24.68,1,3,8.954566666666667
572,23.929,CALM,7.7989,24.4,1,3,8.902026666666668
573,23.971,CALM,7.4247,24.16,1,3,8.86170888888889
574,24.012,CALM,6.9508,23.98,1,3,8.849357777777778
575,24.054,CALM,6.4326,24.03,1,3,8.827997777777778
576,24.096,STRESS,50.3873,23.61,1,3,8.805900000000001
577,24.138,STRESS,7.191,23.48,1,3,8.782088888888888
578,24.18,STRESS,7.2669,23.62,1,3,8.785975555555556
579,24.222,STRESS,7.1691,23.62,1,3,8.770544444444443
580,24.263,STRESS,7.6608,23.42,1,3,8.753524444444444
581,24.305,STRESS,8.0043,23.19,1,3,8.736633333333334
582,24.347,STRESS,7.0833,23.0,1,3,8.746244444444445
583,24.389,STRESS,6.8,22.86,1,3,8.744795555555555
584,24.431,STRESS,7.5495,22.69,1,3,8.750135555555556
585,24.473,STRESS,7.944,22.5,1,3,8.761231111111112
586,24.514,STRESS,8.2692,22.61,1,3,8.774548888888889
587,24.556,STRESS,7.7698,22.46,1,3,8.766395555555555
588,24.598,STRESS,7.9402,22.45,1,3,8.754900000000001
589,24.64,STRESS,7.9433,22.36,1,3,8.73851111111111
590,24.682,STRESS,7.0169,22.38,1,3,8.756735555555556
591,24.724,CALM,7.3365,22.33,1,3,8.77873111111111
592,24.765,CALM,8.1026,22.33,1,3,8.80304222222222
593,24.807,CALM,7.8375,22.22,1,3,8.825037777777776
594,24.849,CALM,7.9961,22.14,1,3,8.86908
595,24.891,CALM,7.7604,21.86,1,3,8.898822222222222
596,24.933,CALM,8.4068,21.68,1,3,8.928233333333333
597,24.975,CALM,8.1858,21.81,1,3,8.958862222222223
598,25.016,CALM,7.4704,21.88,1,3,9.018491111111112
599,25.058,CALM,7.239,21.91,1,3,8.108253333333334
600,25.1,CALM,8.0219,21.88,1,3,8.15074
601,25.142,CALM,7.7908,21.95,1,3,8.18890888888889
602,25.184,CALM,7.8621,21.93,1,3,8.24262888888889
603,25.226,CALM,7.9061,21.9,1,3,8.276477777777778
604,25.267,CALM,8.9568,21.87,1,3,8.292575555555556
605,25.309,CALM,8.8633,21.89,1,3,8.319097777777777
606,25.351,CALM,8.5984,21.95,1,3,8.360453333333332
607,25.393,CALM,8.6019,21.97,1,3,8.386964444444445
608,25.435,CALM,8.7519,21.89,1,3,8.398837777777779
609,25.477,CALM,8.2349,22.07,1,3,8.400002222222222
610,25.518,CALM,7.8248,22.0,1,3,8.41904888888889
611,25.56,CALM,7.5241,21.9,1,3,8.42535111111111
612,25.602,CALM,8.6068,21.81,1,3,8.427491111111111
613,25.644,CALM,9.1448,21.97,1,3,8.45386
614,25.686,CALM,9.0974,21.86,1,3,8.485284444444444
615,25.728,CALM,8.81,21.73,1,3,8.49819111111111
616,25.769,CALM,9.5749,21.52,1,3,8.50678
617,25.811,CALM,9.1373,21.36,1,3,8.49990888888889
618,25.853,CALM,8.7482,21.21,1,3,8.508773333333332
619,25.895,CALM,8.3291,21.16,1,3,8.491291111111112
620,25.937,CALM,9.1159,20.9,1,3,8.480202222222221
621,25.979,CALM,9.4266,21.0,1,3,8.501213333333332
622,26.02,CALM,9.1029,20.72,1,3,8.553466666666667
623,26.062,CALM,8.9845,20.64,1,3,8.611582222222223
624,26.104,CALM,9.5865,20.58,1,3,8.66684888888889
625,26.146,CALM,9.184,20.47,1,3,8.70662888888889
626,26.188,CALM,8.7287,20.57,1,3,8.74284222222222
627,26.23,CALM,8.2768,20.64,1,3,8.739588888888889
628,26.271,CALM,8.661,20.67,1,3,8.74882888888889
629,26.313,CALM,8.7425,20.83,1,3,8.773719999999999
630,26.355,CALM,8.4783,21.03,1,3,8.808333333333334
631,26.397,CALM,8.3216,20.94,1,3,8.838877777777778
632,26.439,CALM,8.6269,20.99,1,3,8.860993333333333
633,26.481,CALM,8.2238,21.12,1,3,8.885604444444445
634,26.522,CALM,8.0396,21.37,1,3,8.921133333333334
635,26.564,CALM,8.2035,21.56,1,3,8.913284444444445
636,26.606,CALM,8.7506,21.74,1,3,8.89223111111111
637,26.648,CALM,8.6834,21.85,1,3,8.879691111111113
638,26.69,CALM,8.224,21.76,1,3,8.901824444444445
639,26.732,CALM,7.6869,21.82,1,3,8.918717777777779
640,26.773,CALM,8.1593,21.91,1,3,8.939566666666668
641,26.815,CALM,7.6201,21.89,1,3,8.959584444444445
642,26.857,CALM,7.6868,21.8,1,3,8.994775555555556
643,26.899,CALM,8.4159,21.71,1,3,8.998686666666666
644,26.941,CALM,9.5904,21.66,1,3,9.008880000000001
645,26.983,CALM,10.6371,21.65,1,3,9.007204444444445
646,27.024,CALM,10.2778,21.55,1,3,9.011708888888888
647,27.066,CALM,9.6522,21.7,1,3,9.011317777777778
648,27.108,CALM,9.5357,21.68,1,3,9.02125111111111
649,27.15,CALM,8.8104,21.59,1,3,9.024133333333333
650,27.192,CALM,9.2791,21.76,1,3,9.031762222222223
651,27.234,CALM,9.7185,21.59,1,3,9.027491111111111
652,27.275,CALM,10.1595,21.51,1,3,9.022817777777778
653,27.317,CALM,10.1264,21.61,1,3,9.024177777777778
654,27.359,CALM,9.2301,21.48,1,3,9.044511111111111
655,27.401,CALM,8.9323,21.46,1,3,9.061373333333334
656,27.443,CALM,9.1229,21.47,1,3,9.075713333333333
657,27.485,CALM,8.2536,21.65,1,3,9.078473333333333
658,27.526,CALM,8.1974,21.63,1,3,9.070435555555555
659,27.568,CALM,8.5331,21.76,1,3,9.032682222222222
660,27.61,CALM,9.806,21.91,1,3,8.991362222222223
661,27.652,CALM,10.3351,21.99,1,3,8.971206666666667
662,27.694,CALM,10.0755,22.07,1,3,8.984631111111112
663,27.736,CALM,9.649,22.19,1,3,8.981144444444444
664,27.777,CALM,9.9127,22.27,1,3,8.988577777777778
665,27.819,CALM,9.2919,22.38,1,3,8.994346666666667
666,27.861,CALM,9.8853,22.42,1,3,9.000300000000001
667,27.903,CALM,9.0275,22.62,1,3,8.974266666666667
668,27.945,CALM,9.1872,22.45,1,3,8.933828888888888
669,27.987,CALM,9.5689,22.34,1,3,8.891971111111111
670,28.028,STRESS,9.631,22.48,1,3,8.85756222222222
671,28.07,STRESS,8.8584,22.48,1,3,8.810593333333333
672,28.112,STRESS,8.6201,22.59,1,3,8.76308
673,28.154,STRESS,8.4688,22.7,1,3,8.696602222222221
674,28.196,STRESS,8.5322,22.75,1,3,8.634306666666667
675,28.238,STRESS,8.5395,22.72,1,3,8.562735555555555
676,28.279,STRESS,9.2366,22.77,1,3,8.492855555555556
677,28.321,STRESS,9.3857,23.0,1,3,8.44622888888889
678,28.363,STRESS,8.8691,23.1,1,3,8.407977777777777
679,28.405,STRESS,8.1638,22.98,1,3,8.372708888888887
680,28.447,STRESS,7.8418,22.84,1,3,8.35123111111111
681,28.489,STRESS,7.0517,22.8,1,3,8.318893333333333
682,28.53,CALM,6.824,22.97,1,3,8.287884444444444
683,28.572,CALM,7.317,23.22,1,3,8.216997777777777
684,28.614,CALM,8.291,23.25,1,3,8.138077777777777
685,28.656,CALM,8.0024,23.27,1,3,8.068071111111111
686,28.698,CALM,7.9546,23.33,1,3,8.01197111111111
687,28.74,CALM,7.9464,23.29,1,3,7.952362222222222
688,28.781,CALM,8.6838,23.25,1,3,7.909699999999999
689,28.823,CALM,8.4189,23.25,1,3,7.8507444444444445
690,28.865,CALM,8.8174,23.21,1,3,7.8210799999999985
691,28.907,CALM,8.3942,23.31,1,3,7.782617777777778
692,28.949,CALM,8.1038,23.27,1,3,7.751762222222223
693,28.991,CALM,7.4221,23.49,1,3,7.720204444444445
694,29.032,CALM,6.6723,23.72,1,3,7.715622222222222
695,29.074,CALM,6.2876,23.47,1,3,7.7155466666666666
696,29.116,CALM,6.9152,23.56,1,3,7.711631111111112
697,29.158,CALM,6.9388,23.59,1,3,7.699793333333333
698,29.2,CALM,6.9818,23.62,1,3,7.703464444444444
699,29.242,CALM,7.1319,23.59,1,3,7.6712622222222215
700,29.283,CALM,7.211,23.62,1,3,7.631393333333333
701,29.325,CALM,7.5358,23.73,1,3,7.611215555555556
702,29.367,CALM,7.2871,23.82,1,3,7.615593333333334
703,29.409,CALM,6.7422,24.05,1,4,7.6291488888888885
704,29.451,CALM,7.1377,24.3,1,4,7.656813333333333
705,29.493,CALM,6.6161,24.32,1,4,7.6860977777777775
706,29.534,CALM,6.7837,24.41,1,4,7.721146666666666
707,29.576,CALM,6.9252,24.53,1,4,7.71693111111111
708,29.618,CALM,7.1245,24.67,1,4,7.725495555555556
709,29.66,CALM,7.2303,24.77,1,4,7.745093333333333
710,29.702,CALM,7.3721,24.78,1,4,7.769033333333333
711,29.744,CALM,7.2323,24.94,1,4,7.77923111111111
712,29.785,CALM,7.6926,25.1,1,4,7.786428888888889
713,29.827,CALM,7.4564,25.27,1,4,7.7720666666666665
714,29.869,CALM,8.1804,25.51,1,4,7.778246666666666
715,29.911,CALM,8.2109,25.7,1,4,7.7809155555555565
716,29.953,CALM,8.6522,26.02,1,4,7.7992
717,29.995,CALM,8.6167,26.26,1,4,7.845168888888889
718,30.036,CROWDING,8.2926,26.48,1,4,7.9287688888888885
719,30.078,CROWDING,7.9995,26.66,1,4,8.005328888888888
720,30.12,CROWDING,8.7047,26.87,1,4,8.063904444444445
721,30.162,CROWDING,7.7875,27.01,1,4,8.107922222222221
722,30.204,CROWDING,7.5916,26.93,1,4,8.152702222222223
723,30.246,CROWDING,7.9611,26.96,1,4,8.180564444444444
724,30.287,CROWDING,8.3608,27.12,1,4,8.19778
725,30.329,CROWDING,8.4518,27.06,1,4,8.210222222222223
726,30.371,CROWDING,8.2966,26.98,1,4,8.248955555555556
727,30.413,CROWDING,8.1418,26.92,1,4,8.282073333333333
728,30.455,CROWDING,8.8942,26.92,1,4,8.32763111111111
729,30.497,CROWDING,8.1013,27.08,1,4,8.366311111111113
730,30.538,CROWDING,8.3878,27.2,1,4,8.410828888888888
731,30.58,CROWDING,8.8365,27.35,1,4,8.438242222222222
732,30.622,CROWDING,9.0237,27.56,1,4,8.457626666666668
733,30.664,CROWDING,9.1427,27.68,1,4,8.474971111111111
734,30.706,CROWDING,8.7428,27.85,1,4,8.505404444444444
735,30.748,CROWDING,8.1711,28.01,1,4,8.519837777777779
736,30.789,CROWDING,8.6723,28.06,1,4,8.53773111111111
737,30.831,CROWDING,8.2239,28.08,1,4,8.528982222222222
738,30.873,CROWDING,8.2449,28.08,1,4,8.52774
739,30.915,CROWDING,8.7409,27.99,1,4,8.513322222222222
740,30.957,CROWDING,10.0496,28.17,1,4,8.495622222222222
741,30.999,CROWDING,10.3604,28.17,1,4,8.480075555555555
742,31.04,CROWDING,9.5747,28.36,1,4,8.475617777777778
743,31.082,CROWDING,8.9626,28.49,1,4,8.447173333333334
744,31.124,CROWDING,9.147,28.46,1,4,8.42858
745,31.166,CROWDING,8.4648,28.43,1,4,8.402824444444445
746,31.208,CROWDING,8.3105,28.37,1,5,8.412863636363637
747,31.25,CROWDING,7.847,28.12,1,5,8.41407441860465
748,31.291,CROWDING,8.4852,27.76,1,5,8.413176190476191
749,31.333,CROWDING,8.628,27.5,1,5,8.416019512195122
750,31.375,CROWDING,8.6662,27.32,1,5,8.422875000000001
751,31.417,CROWDING,8.5243,27.19,1,5,8.410789743589744
752,31.459,CROWDING,8.9285,27.01,1,5,8.418934210526317
753,31.501,CROWDING,8.3581,26.88,1,5,8.419775675675675
754,31.542,CROWDING,8.1026,26.72,1,5,8.4082
755,31.584,CROWDING,8.1526,26.59,1,5,8.390614285714287
756,31.626,CROWDING,8.6018,26.36,1,5,8.36849411764706
757,31.668,CALM,8.3421,26.2,1,5,8.357151515151514
758,31.71,CALM,8.2616,26.1,1,5,8.362965625000001
759,31.752,CALM,7.7867,25.91,1,5,8.352987096774195
760,31.793,CALM,8.155,25.61,1,5,8.35729
761,31.835,CALM,8.0034,25.25,1,5,8.36116551724138
762,31.877,CALM,7.8202,24.88,1,5,8.347603571428573
763,31.919,CALM,7.593,24.68,1,5,8.284566666666668
764,31.961,CALM,7.7989,24.4,1,5,8.204726923076924
765,32.003,CALM,7.4247,24.16,1,5,8.149928000000001
766,32.044,CALM,6.9508,23.98,1,5,8.116066666666667
767,32.086,CALM,6.4326,24.03,1,5,8.07124347826087
